PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANNO;MES;D01;V01;D02;V02;D03;V03;D04;V04;D05;V05;D06;V06;D07;V07;D08;V08;D09;V09;D10;V10;D11;V11;D12;V12;D13;V13;D14;V14;D15;V15;D16;V16;D17;V17;D18;V18;D19;V19;D20;V20;D21;V21;D22;V22;D23;V23;D24;V24;D25;V25;D26;V26;D27;V27;D28;V28;D29;V29;D30;V30;D31;V31
7;3;1;17;07003001_17_M;2014;8;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
7;3;1;17;07003001_17_M;2014;9;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.0;N
7;3;1;17;07003001_17_M;2014;10;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
7;3;1;17;07003001_17_M;2014;11;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.0;N
7;3;1;17;07003001_17_M;2014;12;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
7;15;1;17;07015001_17_M;2014;1;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
7;15;1;17;07015001_17_M;2014;2;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.0;N;0.0;N;0.0;N
7;15;1;17;07015001_17_M;2014;3;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
7;15;1;17;07015001_17_M;2014;4;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.0;N
7;15;1;17;07015001_17_M;2014;5;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
7;15;1;17;07015001_17_M;2014;6;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.71;V;0.0;N
7;15;1;17;07015001_17_M;2014;7;0.75;V;0.74;V;0.76;V;0.72;V;0.74;V;0.75;V;0.73;V;0.68;V;0.74;V;0.7;V;0.6;V;0.7;V;0.6;V;0.6;V;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.92;V;0.94;V;0.87;V;0.9;V;0.88;V;0.9;V
7;15;1;17;07015001_17_M;2014;8;0.85;V;0.88;V;0.92;V;0.9;V;0.89;V;0.88;V;0.85;V;0.9;V;0.9;V;;N;;N;;N;;N;0.79;V;0.95;V;0.9;V;0.8;V;0.84;V;0.82;V;0.86;V;0.83;V;0.9;V;0.84;V;0.84;V;0.91;V;0.82;V;0.88;V;;N;;N;;N;;N
7;15;1;17;07015001_17_M;2014;9;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.0;N
7;15;1;17;07015001_17_M;2014;10;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
7;15;1;17;07015001_17_M;2014;11;;N;;N;;N;0.7;V;;N;0.7;V;0.7;V;0.7;V;0.7;V;0.7;V;0.7;V;0.7;V;0.7;V;0.7;V;0.7;V;0.7;V;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.0;N
7;15;1;17;07015001_17_M;2014;12;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.7;V;0.7;V;;N;;N;;N;;N;;N;0.7;V;0.7;V;0.7;V;0.7;V;0.7;V;0.7;V;0.7;V;0.7;V;0.7;V;0.7;V;0.7;V;0.7;V;0.7;V;0.7;V
7;26;2;17;07026002_17_M;2014;1;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.25;V;0.25;V;0.25;V;0.25;V;0.25;V;0.25;V;0.25;V;0.25;V;0.25;V;0.25;V
7;26;2;17;07026002_17_M;2014;2;0.25;V;0.25;V;0.25;V;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.0;N;0.0;N;0.0;N
7;26;2;17;07026002_17_M;2014;3;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
7;26;2;17;07026002_17_M;2014;4;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.0;N
7;26;2;17;07026002_17_M;2014;5;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
7;26;2;17;07026002_17_M;2014;6;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.0;N
7;26;2;17;07026002_17_M;2014;7;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
7;26;2;17;07026002_17_M;2014;8;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
7;26;2;17;07026002_17_M;2014;9;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.0;N
7;26;2;17;07026002_17_M;2014;10;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
7;26;2;17;07026002_17_M;2014;11;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.0;N
7;26;2;17;07026002_17_M;2014;12;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
7;32;1;17;07032001_17_M;2014;1;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
7;32;1;17;07032001_17_M;2014;2;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.0;N;0.0;N;0.0;N
7;32;1;17;07032001_17_M;2014;3;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
7;32;1;17;07032001_17_M;2014;4;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.0;N
7;32;1;17;07032001_17_M;2014;5;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
7;32;1;17;07032001_17_M;2014;6;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.0;N
7;32;1;17;07032001_17_M;2014;7;;N;;N;;N;0.25;V;0.25;V;0.25;V;0.25;V;0.25;V;0.25;V;0.25;V;0.25;V;0.25;V;0.25;V;0.25;V;0.25;V;0.25;V;;N;;N;;N;;N;;N;;N;;N;;N;0.25;V;0.25;V;0.25;V;0.25;V;0.25;V;0.25;V;0.25;V
7;32;1;17;07032001_17_M;2014;8;0.25;V;0.25;V;0.25;V;0.25;V;0.25;V;0.25;V;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
7;32;1;17;07032001_17_M;2014;9;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.0;N
7;32;1;17;07032001_17_M;2014;10;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
7;32;1;17;07032001_17_M;2014;11;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.0;N
7;32;1;17;07032001_17_M;2014;12;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
7;32;2;17;07032002_17_M;2014;1;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
7;32;2;17;07032002_17_M;2014;2;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.0;N;0.0;N;0.0;N
7;32;2;17;07032002_17_M;2014;3;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
7;32;2;17;07032002_17_M;2014;4;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.0;N
7;32;2;17;07032002_17_M;2014;5;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
7;32;2;17;07032002_17_M;2014;6;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.0;N
7;32;2;17;07032002_17_M;2014;7;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
7;32;2;17;07032002_17_M;2014;8;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.25;V;0.25;V;0.25;V;0.25;V;0.25;V;0.25;V;0.25;V;0.25;V;0.25;V;0.25;V;0.25;V;0.25;V;0.25;V;;N;;N;;N;0.25;V;0.25;V
7;32;2;17;07032002_17_M;2014;9;0.25;V;0.25;V;0.25;V;0.25;V;0.25;V;0.25;V;0.25;V;0.25;V;0.25;V;0.25;V;0.25;V;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.0;N
7;32;2;17;07032002_17_M;2014;10;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
7;32;2;17;07032002_17_M;2014;11;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.0;N
7;32;2;17;07032002_17_M;2014;12;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
28;79;61;17;28079061_17_M;2014;10;;N;;N;0.55;V;0.55;V;0.55;V;;N;0.54;V;0.54;V;0.54;V;;N;;N;;N;;N;0.54;V;0.54;V;0.54;V;;N;;N;;N;0.54;V;0.54;V;0.54;V;;N;;N;;N;;N;;N;0.54;V;0.54;V;0.54;V;;N
28;79;61;17;28079061_17_M;2014;11;;N;;N;0.53;V;0.53;V;0.53;V;;N;;N;;N;;N;;N;1.44;V;1.44;V;1.44;V;;N;;N;;N;;N;1.72;V;1.72;V;1.72;V;2.52;V;2.52;V;2.52;V;;N;2.49;V;2.49;V;2.49;V;;N;;N;;N;;N
28;79;61;17;28079061_17_M;2014;12;0.53;V;0.53;V;0.53;V;;N;;N;;N;;N;;N;2.03;V;2.03;V;2.03;V;;N;;N;;N;1.68;V;1.68;V;1.68;V;;N;2.4;V;2.4;V;2.4;V;;N;1.91;V;1.91;V;1.91;V;;N;;N;;N;;N;;N;;N
28;79;61;17;28079061_17_M;2014;3;;N;;N;0.6;V;0.6;V;0.6;V;;N;;N;;N;;N;1.46;V;1.46;V;1.46;V;;N;;N;;N;;N;;N;1.62;V;1.62;V;1.62;V;;N;;N;;N;;N;;N;;N;;N;0.62;V;0.62;V;0.62;V;;N
28;79;61;17;28079061_17_M;2014;4;0.6;V;0.6;V;0.6;V;;N;;N;0.62;V;0.62;V;0.62;V;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.6;V;0.6;V;0.6;V;;N;0.55;V;0.55;V;0.55;V;;N;;N;;N;;N
28;79;61;17;28079061_17_M;2014;5;;N;;N;;N;;N;;N;0.57;V;0.57;V;0.57;V;;N;;N;;N;;N;0.59;V;0.59;V;0.59;V;;N;;N;;N;0.6;V;0.6;V;0.6;V;;N;0.62;V;0.62;V;0.62;V;;N;;N;;N;;N;;N;;N
28;79;61;17;28079061_17_M;2014;6;;N;;N;0.62;V;0.62;V;0.62;V;;N;;N;;N;;N;0.62;V;0.62;V;0.62;V;;N;;N;;N;;N;0.63;V;0.63;V;0.63;V;;N;;N;;N;0.62;V;0.62;V;0.62;V;;N;0.62;V;0.62;V;0.62;V;;N;;N
28;79;61;17;28079061_17_M;2014;7;0.63;V;0.63;V;0.63;V;;N;;N;;N;;N;0.63;V;0.63;V;0.63;V;;N;;N;;N;1.28;V;1.28;V;1.28;V;;N;0.56;V;0.56;V;0.56;V;0.56;V;0.56;V;0.56;V;;N;;N;;N;;N;0.56;V;0.56;V;0.56;V;;N
28;79;61;17;28079061_17_M;2014;8;;N;;N;;N;;N;0.57;V;0.57;V;0.57;V;;N;;N;;N;0.56;V;0.56;V;0.56;V;;N;;N;;N;;N;;N;0.57;V;0.57;V;0.57;V;0.54;V;0.54;V;0.54;V;0.55;V;0.55;V;0.55;V;;N;;N;;N;;N
28;79;61;17;28079061_17_M;2014;9;;N;0.56;V;0.56;V;0.56;V;;N;;N;;N;0.56;V;0.56;V;0.56;V;;N;0.56;V;0.56;V;0.56;V;;N;;N;;N;;N;0.55;V;0.55;V;0.55;V;0.54;V;0.54;V;0.54;V;;N;;N;;N;;N;;N;;N;;N
28;79;8;17;28079008_17_M;2014;9;;N;0.55;V;0.55;V;0.55;V;;N;;N;;N;0.56;V;0.56;V;0.56;V;;N;0.56;V;0.56;V;0.56;V;;N;;N;;N;;N;0.54;V;0.54;V;0.54;V;0.55;V;0.55;V;0.55;V;;N;;N;;N;;N;;N;;N;;N
28;79;8;17;28079008_17_M;2014;10;0.6;V;;N;;N;;N;;N;0.03;V;;N;;N;;N;;N;;N;;N;;N;0.6;V;;N;;N;;N;;N;;N;;N;;N;0.6;V;;N;;N;;N;;N;;N;;N;;N;0.6;V;;N
28;79;8;17;28079008_17_M;2014;11;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.6;V;;N;;N;;N;;N;;N;;N;1.96;V;;N;;N;1.61;V;;N;1.54;V;;N;0.6;V;;N;;N;;N;;N
28;79;8;17;28079008_17_M;2014;12;;N;;N;0.6;V;;N;;N;;N;;N;;N;;N;;N;2.41;V;;N;;N;;N;;N;;N;1.58;V;;N;;N;;N;2.09;V;;N;;N;;N;1.59;V;;N;;N;;N;;N;;N;;N
28;79;61;17;28079061_17_M;2014;1;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
28;79;61;17;28079061_17_M;2014;2;;N;;N;;N;1.21;V;1.21;V;1.21;V;;N;;N;;N;;N;;N;;N;;N;1.2;V;1.2;V;1.2;V;;N;0.89;V;0.89;V;0.89;V;;N;;N;;N;;N;1.28;V;1.28;V;1.28;V;;N;;N;;N;;N
28;79;8;17;28079008_17_M;2014;3;;N;;N;0.5;V;0.5;V;0.5;V;;N;;N;;N;;N;1.07;V;1.07;V;1.07;V;;N;;N;;N;;N;;N;1.15;V;1.15;V;1.15;V;;N;;N;;N;;N;;N;;N;;N;0.52;V;0.52;V;0.52;V;;N
28;79;8;17;28079008_17_M;2014;4;0.51;V;0.51;V;0.51;V;;N;;N;0.46;V;0.46;V;0.46;V;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.46;V;0.46;V;0.46;V;;N;0.46;V;0.46;V;0.46;V;;N;;N;;N;;N
28;79;8;17;28079008_17_M;2014;5;;N;;N;;N;;N;;N;0.55;V;0.55;V;0.55;V;;N;;N;;N;;N;0.54;V;0.54;V;0.54;V;;N;0.56;V;0.56;V;0.55;V;0.55;V;0.55;V;;N;0.53;V;0.53;V;0.53;V;;N;;N;;N;;N;;N;;N
28;79;8;17;28079008_17_M;2014;6;;N;;N;0.54;V;0.54;V;0.54;V;;N;;N;;N;;N;0.55;V;0.55;V;0.55;V;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.54;V;0.54;V;0.54;V;;N;0.56;V;0.56;V;0.56;V;;N;;N
28;79;8;17;28079008_17_M;2014;7;0.55;V;0.55;V;0.55;V;;N;;N;;N;;N;0.54;V;0.54;V;0.54;V;;N;;N;;N;1.23;V;1.23;V;1.23;V;;N;1.25;V;1.25;V;1.25;V;0.54;V;0.54;V;0.54;V;;N;;N;;N;;N;0.54;V;0.54;V;0.54;V;;N
28;79;8;17;28079008_17_M;2014;8;;N;;N;;N;;N;0.54;V;0.54;V;0.54;V;;N;;N;;N;0.99;V;0.55;V;0.55;V;;N;;N;;N;;N;;N;0.56;V;0.56;V;0.56;V;0.56;V;0.56;V;0.56;V;0.56;V;0.56;V;0.56;V;;N;;N;;N;;N
28;79;8;17;28079008_17_M;2014;1;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
28;79;8;17;28079008_17_M;2014;2;;N;;N;;N;0.52;V;0.52;V;0.52;V;;N;;N;;N;;N;;N;;N;;N;1.17;V;1.17;V;1.17;V;;N;1.29;V;1.29;V;1.29;V;;N;;N;;N;;N;0.69;V;0.69;V;0.69;V;;N;;N;;N;;N
39;16;3;17;39016003_17_M;2014;5;;N;;N;0.1807;V;;N;;N;;N;;N;;N;0.1807;V;;N;;N;;N;;N;;N;0.1807;V;;N;;N;;N;;N;;N;0.1807;V;;N;;N;;N;;N;;N;0.1807;V;;N;;N;;N;;N
39;16;3;17;39016003_17_M;2014;6;;N;0.4159;V;;N;;N;;N;;N;;N;0.387;V;;N;;N;;N;;N;;N;0.1807;V;;N;;N;;N;;N;;N;0.5603;V;;N;;N;;N;;N;;N;0.1807;V;;N;;N;;N;;N;;N
39;16;3;17;39016003_17_M;2014;7;;N;0.1807;V;;N;;N;;N;;N;;N;0.1807;V;;N;;N;;N;;N;;N;0.1807;V;;N;;N;;N;;N;;N;0.1807;V;;N;;N;;N;;N;;N;0.4177;V;;N;;N;;N;;N;;N
39;16;3;17;39016003_17_M;2014;8;0.1807;V;;N;;N;;N;;N;;N;0.1807;V;;N;;N;;N;;N;;N;0.1807;V;;N;;N;;N;;N;;N;0.1807;V;;N;;N;;N;;N;;N;0.1807;V;;N;;N;;N;;N;;N;0.5569;V
39;16;3;17;39016003_17_M;2014;9;;N;;N;;N;;N;;N;0.6111;V;;N;;N;;N;;N;;N;0.8405;V;;N;;N;;N;;N;;N;0.1807;V;;N;;N;;N;;N;;N;0.3762;V;;N;;N;;N;;N;;N;0.434;V;;N
39;16;3;17;39016003_17_M;2014;10;;N;;N;;N;;N;;N;0.1807;V;;N;;N;;N;;N;;N;0.3654;V;;N;;N;;N;;N;;N;0.1807;V;;N;;N;;N;;N;;N;1.2904;V;;N;;N;;N;;N;;N;1.3338;V;;N
39;16;3;17;39016003_17_M;2014;12;;N;;N;;N;;N;0.6161;V;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
39;20;1;17;39020001_17_M;2014;2;;N;0.1808;V;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.1808;V;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.1808;V;;N;;N;;N;;N;;N
39;20;1;17;39020001_17_M;2014;3;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.1808;V;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.1808;V;;N;;N;;N;;N;;N;;N;;N;;N;;N
39;20;1;17;39020001_17_M;2014;4;;N;;N;0.1808;V;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.4503;V;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.1808;V;;N;;N;;N;;N
39;20;1;17;39020001_17_M;2014;5;;N;;N;;N;;N;;N;;N;;N;;N;0.1808;V;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.1808;V;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
39;20;1;17;39020001_17_M;2014;6;;N;0.1808;V;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.3859;V;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.1808;V;;N;;N;;N;;N;;N
39;20;1;17;39020001_17_M;2014;7;;N;;N;;N;;N;;N;;N;;N;0.1808;V;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.1808;V;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
39;20;1;17;39020001_17_M;2014;9;;N;;N;;N;;N;;N;0.4423;V;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.1808;V;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.1808;V;;N
39;20;1;17;39020001_17_M;2014;10;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.5549;V;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.7668;V;;N;;N;;N;;N;;N;;N;;N
39;59;1;17;39059001_17_M;2014;1;;N;;N;;N;;N;;N;;N;;N;;N;0.6294;V;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
39;59;1;17;39059001_17_M;2014;2;;N;0.1808;V;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.4793;V;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.1808;V;;N;;N;;N;;N;;N
39;59;1;17;39059001_17_M;2014;3;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.8083;V;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.5352;V;;N;;N;;N;;N;;N;;N;;N;;N;;N
39;59;1;17;39059001_17_M;2014;4;;N;;N;0.1808;V;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.9204;V;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.1808;V;;N;;N;;N;;N
39;59;1;17;39059001_17_M;2014;5;;N;;N;;N;;N;;N;;N;;N;;N;0.4957;V;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.8194;V;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
39;59;1;17;39059001_17_M;2014;6;;N;0.1808;V;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.3981;V;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.1808;V;;N;;N;;N;;N;;N
39;59;1;17;39059001_17_M;2014;8;0.1808;V;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.1808;V;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.1808;V;;N;;N;;N;;N;;N;;N
39;59;1;17;39059001_17_M;2014;9;;N;;N;;N;;N;;N;0.4253;V;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.1808;V;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.1808;V;;N
39;59;1;17;39059001_17_M;2014;10;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.1808;V;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.6043;V;;N;;N;;N;;N;;N;;N;;N
39;59;1;17;39059001_17_M;2014;11;;N;;N;;N;;N;0.485;V;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;0.1808;V;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;2.3182;V;;N;;N
39;87;4;17;39087004_17_M;2014;2;;N;0.1808;V;;N;;N;;N;;N;;N;0.1808;V;;N;;N;;N;;N;;N;0.1808;V;;N;;N;;N;;N;;N;0.1808;V;;N;;N;;N;;N;;N;0.1808;V;;N;;N;;N;;N;;N
39;87;4;17;39087004_17_M;2014;3;;N;;N;;N;0.1808;V;;N;;N;;N;;N;;N;0.3652;V;;N;;N;;N;;N;;N;1.2474;V;;N;;N;;N;;N;;N;0.1808;V;;N;;N;;N;;N;;N;0.1808;V;;N;;N;;N
39;87;4;17;39087004_17_M;2014;4;;N;;N;0.1808;V;;N;;N;;N;;N;;N;0.1808;V;;N;;N;;N;;N;;N;0.5732;V;;N;;N;;N;;N;;N;0.3652;V;;N;;N;;N;;N;;N;0.1808;V;;N;;N;;N;;N
