PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANNO;MES;DIA;H01;H02;H03;H04;H05;H06;H07;H08;H09;H10;H11;H12;H13;H14;H15;H16;H17;H18;H19;H20;H21;H22;H23;H24
1;59;8;30;01059008_30_59;2014;11;23;0.63;0.3;0.25;0.24;0.21;0.27;0.27;0.3;0.25;0.31;0.37;0.32;;0.44;0.3;0.28;0.29;0.34;0.39;0.35;0.37;0.52;0.36;0.27
1;59;8;30;01059008_30_59;2014;11;24;0.24;0.21;0.31;0.37;0.33;0.3;0.23;0.41;0.38;0.51;0.74;;0.81;0.6;0.57;0.4;0.38;0.43;0.47;0.64;0.42;0.37;0.31;0.27
1;59;8;30;01059008_30_59;2014;11;25;0.27;0.25;0.27;0.27;0.31;0.34;0.27;0.43;0.8;0.73;;1.11;0.74;0.59;0.69;0.85;0.75;1.13;1.31;1.4;1.01;0.7;0.7;0.49
1;59;8;30;01059008_30_59;2014;11;26;0.31;0.27;0.27;0.24;0.21;0.28;0.26;0.72;0.4;;0.49;0.27;0.36;0.37;0.47;0.51;0.65;1.5;1.11;0.98;1.05;0.83;1.01;0.89
1;59;8;30;01059008_30_59;2014;11;27;0.7;0.42;0.28;0.37;0.35;0.7;0.48;0.36;;;;0.38;0.21;0.21;0.31;0.3;0.39;0.24;0.21;0.19;0.2;0.15;0.17;0.17
1;59;8;30;01059008_30_59;2014;11;28;0.13;0.1;0.1;0.1;0.1;0.14;0.1;;0.37;0.15;0.16;0.12;0.13;0.18;0.19;0.17;0.26;0.33;0.2;0.23;0.25;0.25;0.18;0.13
1;59;8;30;01059008_30_59;2014;11;30;0.39;0.39;0.36;0.31;0.27;;0.53;0.39;0.27;0.26;0.23;0.27;0.27;0.22;0.24;0.19;0.3;0.27;0.32;0.32;0.46;0.4;0.36;0.27
1;59;8;30;01059008_30_59;2014;12;1;0.27;0.27;0.22;0.27;;0.57;0.38;0.41;0.37;0.37;0.31;0.22;0.32;0.41;0.34;0.28;0.31;0.27;0.37;0.47;0.39;0.37;0.36;0.29
1;59;8;30;01059008_30_59;2014;11;29;0.11;0.1;0.1;0.12;0.1;0.1;;0.43;0.27;0.28;0.35;0.37;0.3;0.41;0.33;0.3;0.28;0.35;0.37;0.39;0.46;0.47;0.41;0.35
1;59;8;30;01059008_30_59;2014;12;2;0.33;0.37;0.34;;0.62;0.37;0.42;0.5;0.54;0.5;0.51;0.49;0.45;0.44;0.54;0.55;0.66;0.68;0.87;0.85;0.6;0.57;0.55;0.57
1;59;8;30;01059008_30_59;2014;12;3;0.58;0.58;;0.82;0.62;0.86;0.73;0.81;0.79;0.7;0.65;0.67;0.72;0.77;0.86;0.76;0.71;0.76;0.82;1.02;0.95;0.91;0.81;0.76
1;59;8;30;01059008_30_59;2014;12;4;0.78;;1.18;0.84;0.8;0.89;0.95;0.91;1.29;1.22;1.07;0.88;0.81;0.8;0.8;0.76;0.75;0.73;0.65;0.63;0.58;0.55;0.51;0.47
1;59;8;30;01059008_30_59;2014;12;5;;0.87;0.59;0.91;0.71;0.45;0.37;0.37;0.41;0.44;0.44;0.27;0.33;0.34;0.27;0.27;0.27;0.27;0.31;0.37;0.35;0.36;0.26;
1;59;8;30;01059008_30_59;2014;12;6;0.59;0.34;0.26;0.26;0.26;0.21;0.17;0.17;0.18;0.2;0.17;0.23;0.27;0.28;0.21;0.17;0.16;0.24;0.26;0.29;0.26;0.29;;0.45
1;59;8;30;01059008_30_59;2014;12;7;0.18;0.18;0.2;0.21;0.17;0.15;0.2;0.18;0.17;0.18;0.21;0.2;0.26;0.28;0.37;0.32;0.25;0.18;0.19;0.18;0.22;;0.43;0.19
1;59;8;30;01059008_30_59;2014;12;8;0.2;0.19;0.14;0.12;0.12;0.1;0.14;0.13;0.14;0.17;0.18;0.19;0.17;0.17;0.15;0.12;0.13;0.16;0.12;0.16;;0.43;0.16;0.16
1;59;8;30;01059008_30_59;2014;12;9;0.14;0.14;0.13;0.14;0.13;0.16;0.17;0.31;0.35;0.2;;0.37;0.37;0.34;;0.47;0.37;0.67;0.44;0.34;0.2;0.27;0.29;0.29
1;59;8;30;01059008_30_59;2014;12;10;0.27;0.26;0.27;0.25;0.27;0.49;0.35;0.65;0.57;0.49;0.32;0.32;0.34;;0.4;0.32;0.27;0.35;0.42;0.47;0.3;0.3;0.55;0.77
1;59;8;30;01059008_30_59;2014;12;11;0.4;0.12;0.1;0.14;0.14;0.2;0.14;0.23;0.32;0.29;0.27;0.2;;0.27;0.15;0.3;0.45;0.62;0.49;0.62;1.1;1.5;1.12;0.95
1;59;8;30;01059008_30_59;2014;12;12;0.57;0.52;0.22;0.26;0.27;0.17;0.59;1.2;0.37;0.34;0.27;;0.42;0.25;0.29;0.27;0.29;0.52;0.6;0.35;0.37;0.27;0.27;0.24
1;59;8;30;01059008_30_59;2014;12;13;0.17;0.2;0.23;0.24;0.27;0.17;0.32;0.29;0.37;0.7;;1.2;0.62;0.6;0.52;0.4;0.42;0.42;0.5;0.42;0.45;0.37;0.32;0.24
1;59;8;30;01059008_30_59;2014;12;14;0.25;0.24;0.22;0.25;0.2;0.24;0.17;0.17;0.24;;0.45;0.37;0.42;0.37;0.37;0.35;0.4;0.6;0.45;0.42;0.54;0.5;0.25;0.15
1;59;8;30;01059008_30_59;2014;12;15;0.19;0.19;0.17;0.15;0.17;0.25;0.27;0.47;;0.5;0.37;0.32;0.35;0.37;0.4;0.29;0.5;0.67;0.65;0.52;0.4;0.37;0.37;0.32
1;59;8;30;01059008_30_59;2014;12;16;0.25;0.17;0.24;0.35;0.4;0.45;0.37;;0.87;0.72;0.25;0.22;0.25;0.15;0.16;0.14;0.18;0.22;0.25;0.34;0.32;0.32;0.17;0.15
1;59;8;30;01059008_30_59;2014;12;17;0.1;0.1;0.1;0.14;0.1;0.2;;0.34;0.25;0.27;0.2;0.1;0.12;0.12;0.15;0.12;0.15;0.14;0.15;0.12;0.25;0.17;0.12;0.1
1;59;8;30;01059008_30_59;2014;12;18;0.12;0.12;0.16;0.17;0.37;;0.6;0.7;0.62;0.45;0.6;0.65;0.27;0.16;0.19;0.35;0.4;0.47;0.5;0.4;0.32;0.3;0.3;0.18
1;59;8;30;01059008_30_59;2014;12;19;0.15;0.12;0.14;0.1;;0.19;0.14;0.17;0.24;0.15;0.18;0.18;0.22;0.3;0.3;0.14;0.12;0.22;0.33;0.87;0.77;0.67;0.52;0.19
1;59;8;30;01059008_30_59;2014;12;20;0.14;0.1;0.1;;0.16;0.1;0.1;0.1;0.15;0.15;0.19;0.17;0.25;0.17;0.3;0.27;0.3;0.25;0.27;0.42;0.64;0.59;0.45;0.25
1;59;8;30;01059008_30_59;2014;12;21;0.22;0.24;;0.21;0.15;0.18;0.17;0.15;0.24;0.3;0.2;0.2;0.17;0.22;0.15;0.23;0.25;0.32;0.35;0.47;1.02;1.17;0.97;0.74
1;59;8;30;01059008_30_59;2014;12;22;0.73;;0.72;0.45;0.35;0.26;0.29;0.34;0.82;0.54;0.37;0.32;0.29;0.27;0.27;0.27;0.26;0.3;0.4;0.37;0.26;0.26;0.27;0.26
1;59;8;30;01059008_30_59;2014;12;23;;0.35;0.22;0.22;0.24;0.26;0.93;0.24;0.41;0.61;0.59;0.67;;0.77;0.65;0.67;0.72;0.55;1.07;0.9;1.1;1.07;0.97;
1;59;8;30;01059008_30_59;2014;12;24;0.85;0.82;0.7;0.67;0.67;0.72;0.72;0.8;0.9;1.07;0.69;1.2;0.62;0.56;0.89;1.32;1.42;1.53;1.45;1.46;1.67;1.3;;1.2
1;59;8;30;01059008_30_59;2014;12;25;1.27;1.37;1.42;1.27;1.07;1.07;1.17;1.07;0.95;0.77;1.13;1.4;1.18;0.8;0.32;0.25;0.29;0.27;0.3;0.27;0.26;;0.3;0.2
1;59;8;30;01059008_30_59;2014;12;26;0.14;0.14;0.25;0.15;0.1;0.1;0.22;0.29;0.59;0.5;0.35;0.12;0.1;0.12;0.12;0.1;0.19;0.15;0.18;0.12;;0.22;0.12;0.1
1;59;8;30;01059008_30_59;2014;12;27;0.15;;;;;;;;;;;;;;;;;;;;0.22;0.16;0.1;0.1
1;59;8;30;01059008_30_59;2014;12;28;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.12;0.1;0.12;0.17;0.14;0.15;0.27;0.19;0.24;0.24;0.26;;0.37;0.24;0.26;0.26;0.24
1;59;8;30;01059008_30_59;2014;12;29;0.24;0.26;0.21;0.26;0.17;0.22;0.26;0.31;0.39;0.39;0.39;0.41;0.39;0.39;0.42;0.39;0.47;;0.67;0.61;0.64;0.71;0.49;0.41
1;59;8;30;01059008_30_59;2014;12;30;0.36;0.34;0.29;0.29;0.31;0.41;0.61;0.54;0.49;0.44;0.29;0.36;0.39;0.39;0.37;0.3;;0.54;0.59;1.07;1.07;1.51;1.31;1.71
1;59;8;30;01059008_30_59;2014;12;31;1.29;1.22;0.9;0.79;0.87;0.7;0.72;0.97;1.16;1.76;1.86;1.79;1.82;1.3;1.43;;1.94;3.26;2.12;3.12;2.33;2.04;1.89;1.67
1;59;8;30;01059008_30_59;2014;1;1;0.03;0.0;;;0.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02;0.0;0.33;0.13;0.1
1;59;8;30;01059008_30_59;2014;1;2;0.19;;;0.02;0.23;0.27;0.29;0.11;0.13;0.29;0.0;0.0;0.15;0.26;0.1;0.12;0.0;0.02;0.02;0.07;0.17;0.06;0.05;0.02
1;59;8;30;01059008_30_59;2014;1;3;;;0.0;0.02;0.0;0.0;0.0;0.0;0.02;0.08;0.04;0.02;0.02;0.04;0.02;0.16;0.0;0.0;0.02;0.02;0.0;0.0;0.0;
1;59;8;30;01059008_30_59;2014;1;4;;0.0;0.0;0.0;0.0;0.0;0.22;0.0;0.0;0.0;0.0;0.0;0.21;0.0;0.0;0.0;0.0;0.02;0.0;0.04;0.04;0.03;;
1;59;8;30;01059008_30_59;2014;1;5;0.04;0.03;0.0;0.0;0.0;0.0;0.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.17;0.14;0.32;0.28;0.2;;;0.11
1;59;8;30;01059008_30_59;2014;1;6;0.08;0.12;0.19;0.1;0.02;0.46;0.0;0.18;0.0;0.0;0.02;0.1;0.0;0.0;0.0;0.16;0.09;0.14;0.02;0.0;;;0.09;0.12
1;59;8;30;01059008_30_59;2014;1;7;0.0;0.0;0.0;0.0;0.0;0.08;0.24;0.06;0.04;0.08;0.05;0.04;0.04;0.14;0.0;0.16;0.07;0.14;0.27;;;0.11;0.0;0.0
1;59;8;30;01059008_30_59;2014;1;8;0.03;0.49;0.29;0.0;0.0;0.28;0.45;1.34;0.65;0.43;0.48;0.52;;;0.04;0.05;0.04;0.49;;;0.7;0.35;0.37;0.42
1;59;8;30;01059008_30_59;2014;1;9;0.38;0.05;0.05;0.02;0.06;0.28;0.4;0.32;0.52;0.36;0.24;0.27;0.24;0.15;0.2;0.27;0.38;;;0.47;0.57;0.52;1.04;1.23
1;59;8;30;01059008_30_59;2014;1;10;1.14;0.75;0.56;0.69;1.07;1.47;1.7;3.52;3.68;3.72;1.09;0.26;0.17;0.2;0.27;0.25;;;0.32;0.37;0.58;0.81;1.09;0.77
1;59;8;30;01059008_30_59;2014;1;11;0.56;0.42;0.39;0.4;0.36;0.28;0.45;0.4;0.45;0.62;0.58;0.62;0.54;0.49;0.54;;;0.44;0.42;0.41;0.39;0.35;0.28;0.45
1;59;8;30;01059008_30_59;2014;1;12;0.63;0.74;0.62;0.54;0.65;0.46;0.37;0.42;0.41;0.38;0.49;0.21;0.12;0.09;;;0.09;0.15;0.05;0.0;0.06;0.02;0.0;0.0
1;59;8;30;01059008_30_59;2014;1;13;0.0;0.0;0.0;0.0;0.0;0.04;0.04;0.26;0.26;0.09;0.02;0.03;0.0;;;0.03;0.02;0.02;0.0;0.0;0.0;0.0;0.0;0.0
1;59;8;30;01059008_30_59;2014;1;14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06;0.05;0.04;0.04;;;0.0;0.0;0.0;0.02;0.1;0.02;0.0;0.19;0.0;0.02
1;59;8;30;01059008_30_59;2014;1;15;0.03;0.14;0.0;0.04;0.02;0.11;0.32;0.81;0.96;1.27;0.92;;;0.03;0.0;0.02;0.0;0.02;0.0;0.03;0.14;0.29;0.03;0.0
1;59;8;30;01059008_30_59;2014;1;16;0.0;0.17;0.04;0.05;0.06;0.0;0.0;0.0;0.0;0.0;;;0.0;0.03;0.0;0.0;0.02;0.0;0.0;0.0;0.0;0.02;0.0;0.0
1;59;8;30;01059008_30_59;2014;1;17;0.0;0.0;0.0;0.02;0.0;0.0;0.0;0.06;0.08;;;0.04;0.05;0.05;0.05;0.0;0.04;0.07;0.06;0.06;0.03;0.0;0.02;0.0
1;59;8;30;01059008_30_59;2014;1;18;0.0;0.02;0.0;0.0;0.02;0.04;0.04;0.02;;;0.05;0.03;0.02;0.05;0.02;0.04;0.0;0.06;0.06;0.14;0.09;0.02;0.02;0.1
1;59;8;30;01059008_30_59;2014;1;19;0.18;0.17;0.19;0.13;0.27;0.19;0.1;;;0.42;0.24;0.19;0.07;0.05;0.05;0.0;0.0;0.0;0.0;0.02;0.08;0.25;0.05;0.0
1;59;8;30;01059008_30_59;2014;1;20;0.0;0.0;0.0;0.0;0.0;0.0;;;0.1;0.02;0.04;0.0;0.04;0.04;0.02;0.05;0.04;0.08;0.35;0.33;0.07;0.04;0.0;0.02
1;59;8;30;01059008_30_59;2014;1;21;0.0;0.0;0.11;0.07;0.31;;;0.97;1.07;2.05;0.64;0.14;0.04;0.16;0.64;1.1;0.47;0.08;0.07;0.12;0.03;0.0;0.0;0.0
1;59;8;30;01059008_30_59;2014;1;22;0.0;0.02;0.04;0.05;;;0.1;0.15;0.29;0.19;0.09;0.02;0.0;0.02;0.0;0.0;0.0;0.02;0.02;0.04;0.04;0.03;0.0;0.02
1;59;8;30;01059008_30_59;2014;1;23;0.0;0.02;0.0;;;0.03;0.0;0.08;0.09;0.03;0.04;;14.99;0.14;0.05;0.03;0.02;0.02;0.05;0.02;0.0;0.02;0.0;0.0
1;59;8;30;01059008_30_59;2014;1;24;0.0;0.0;;;0.02;0.0;0.0;0.02;0.04;0.0;0.0;0.0;0.03;0.0;0.1;0.47;0.0;0.0;0.02;0.0;0.0;0.04;0.02;0.0
1;59;8;30;01059008_30_59;2014;1;25;0.0;;;0.0;1.15;0.02;0.0;0.0;0.06;0.07;0.0;0.0;0.0;0.14;0.04;0.02;0.01;0.08;0.0;0.0;0.07;0.11;0.0;0.25
1;59;8;30;01059008_30_59;2014;1;26;;;0.0;0.0;0.04;0.24;0.28;0.04;0.07;0.17;0.03;0.05;0.32;0.15;0.01;0.15;0.09;0.04;0.16;0.37;0.11;0.0;0.0;
1;59;8;30;01059008_30_59;2014;1;27;;0.4;0.0;0.02;0.0;0.0;0.0;0.09;0.1;0.0;0.0;0.0;0.02;0.0;0.05;0.02;0.0;0.0;0.0;0.02;0.0;0.0;;
1;59;8;30;01059008_30_59;2014;1;28;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.0;0.0;0.0;0.0;0.04;0.11;;;0.0
1;59;8;30;01059008_30_59;2014;1;29;0.0;0.08;0.25;0.0;0.0;0.0;0.02;0.1;0.17;0.24;0.04;0.02;0.0;0.0;0.0;0.0;0.0;0.02;0.07;0.16;;;0.07;0.03
1;59;8;30;01059008_30_59;2014;1;30;0.06;0.08;0.03;0.0;0.02;0.1;0.09;0.16;0.31;0.03;0.0;0.02;0.04;0.07;0.04;0.02;0.04;0.05;0.06;;;0.07;0.05;0.02
1;59;8;30;01059008_30_59;2014;1;31;0.0;0.05;0.0;0.02;0.02;0.09;0.04;0.06;0.2;0.08;0.04;0.0;0.02;0.02;0.02;0.0;0.04;0.46;;;1.41;0.47;0.26;0.0
1;59;8;30;01059008_30_59;2014;2;1;0.05;0.31;0.02;0.17;0.02;0.06;0.16;0.26;0.14;0.0;0.0;0.02;0.04;0.02;0.0;0.02;0.02;;;0.35;0.37;0.18;0.02;0.07
1;59;8;30;01059008_30_59;2014;2;2;0.02;0.02;0.02;0.03;0.0;0.17;0.16;0.13;0.07;0.03;0.02;0.0;0.0;0.0;0.0;0.0;;;0.06;0.05;0.04;0.02;0.02;0.03
1;59;8;30;01059008_30_59;2014;2;3;0.0;0.0;0.0;0.0;0.04;0.0;0.03;0.07;0.02;0.06;0.13;0.14;0.13;0.02;0.04;;;0.02;0.02;0.07;0.08;0.03;0.02;0.0
1;59;8;30;01059008_30_59;2014;2;4;0.0;0.27;0.0;0.0;0.0;0.0;0.01;0.0;0.0;0.02;0.05;0.0;0.02;0.02;;;0.04;0.03;0.02;0.04;0.02;0.02;0.0;0.0
1;59;8;30;01059008_30_59;2014;2;5;0.02;0.0;0.02;0.0;0.0;0.0;0.02;0.0;0.0;;;0.0;0.02;;;0.0;0.02;0.0;0.02;0.06;0.0;0.0;0.02;0.0
1;59;8;30;01059008_30_59;2014;2;6;0.03;0.0;0.24;0.0;0.0;0.04;0.02;0.28;0.14;0.02;0.0;0.02;;;0.25;0.02;0.09;0.06;0.04;0.09;0.23;0.0;0.0;0.0
1;59;8;30;01059008_30_59;2014;2;7;0.0;0.0;0.02;0.02;0.02;0.05;0.01;0.07;0.0;0.03;0.0;;;0.0;0.02;0.0;0.0;0.02;0.0;0.0;0.02;0.37;0.0;0.03
1;59;8;30;01059008_30_59;2014;2;8;0.19;0.0;0.04;0.07;0.16;0.01;0.06;0.02;0.04;0.04;;;0.04;0.04;0.02;0.0;0.02;0.06;0.17;0.24;0.1;0.06;0.02;0.0
1;59;8;30;01059008_30_59;2014;2;9;0.0;0.0;0.0;0.0;0.0;0.02;0.0;0.0;0.0;;;0.04;0.02;0.0;0.0;0.0;0.02;0.0;0.0;0.0;0.02;0.0;0.14;0.39
1;59;8;30;01059008_30_59;2014;2;10;0.03;0.02;0.12;0.35;0.09;0.0;0.0;0.0;;;0.0;0.02;0.04;0.0;0.0;0.0;0.02;0.04;0.03;0.0;0.02;0.02;0.0;0.02
1;59;8;30;01059008_30_59;2014;2;11;0.0;0.01;0.02;0.0;0.0;0.02;0.0;;;0.02;0.02;0.02;0.03;0.02;0.02;0.05;0.03;0.11;0.09;0.21;0.16;0.1;0.02;0.0
1;59;8;30;01059008_30_59;2014;2;12;0.05;0.02;0.05;0.28;0.37;0.52;;;0.41;0.09;0.0;0.02;0.0;0.0;0.0;0.0;0.27;0.04;0.0;0.0;0.0;0.02;0.0;0.0
1;59;8;30;01059008_30_59;2014;2;13;0.0;0.18;0.1;0.12;0.07;;;0.06;0.19;0.19;0.12;0.04;0.02;0.23;0.06;0.06;0.02;0.03;0.03;0.1;0.16;0.2;0.24;0.22
1;59;8;30;01059008_30_59;2014;2;14;0.15;0.28;0.04;0.17;;;0.52;0.02;0.0;0.0;0.02;0.04;0.02;0.06;0.11;0.45;0.25;0.27;0.0;0.05;0.26;0.1;0.02;0.08
1;59;8;30;01059008_30_59;2014;2;15;0.16;0.0;0.02;;;0.07;0.14;0.02;0.07;0.04;0.02;0.02;0.0;0.02;0.02;0.0;0.04;0.0;0.02;0.07;0.29;0.06;0.19;0.19
1;59;8;30;01059008_30_59;2014;2;16;0.16;0.06;;;0.11;0.05;0.09;0.16;0.13;0.25;0.1;0.08;0.07;0.02;0.0;0.0;0.0;0.0;0.0;0.02;0.1;0.04;0.0;0.02
1;59;8;30;01059008_30_59;2014;2;17;0.0;;;0.02;0.09;0.26;0.05;0.17;1.22;0.56;0.29;0.04;0.05;0.02;0.02;0.04;0.02;0.04;0.16;0.33;0.11;0.39;0.59;0.31
1;59;8;30;01059008_30_59;2014;2;18;;;0.16;0.16;0.07;0.32;0.41;0.81;1.35;0.69;0.37;0.28;0.26;0.13;0.08;0.14;0.11;0.11;0.14;0.22;0.09;0.07;0.04;
1;59;8;30;01059008_30_59;2014;2;19;;0.18;0.15;0.17;0.17;0.25;0.11;0.14;0.17;0.07;0.02;0.04;0.02;0.04;0.12;0.02;0.04;0.12;0.31;0.95;0.91;;;
1;59;8;30;01059008_30_59;2014;2;20;;;;;;;;;;;;;0.11;0.04;;;0.19;0.02;0.16;0.26;0.33;0.23;0.05;0.2
1;59;8;30;01059008_30_59;2014;2;21;0.06;0.0;0.0;0.04;0.0;0.0;0.02;0.02;0.05;0.04;0.02;0.04;0.0;;;0.06;0.0;0.02;0.15;0.35;0.5;0.6;0.8;0.6
1;59;8;30;01059008_30_59;2014;2;22;0.75;0.57;0.39;0.06;0.0;0.0;0.0;0.0;0.0;0.02;0.02;0.02;;;0.05;0.0;0.02;0.0;0.02;0.04;0.08;0.19;0.53;0.67
1;59;8;30;01059008_30_59;2014;2;23;0.62;0.59;0.55;0.44;0.42;0.22;0.19;0.27;;;;;;;;;;;;;;;;
1;59;8;30;01059008_30_59;2014;2;24;;;;;;;;;;;;;0.1;0.02;;0.07;0.0;0.05;0.02;0.1;0.01;0.01;0.02;0.09
1;59;8;30;01059008_30_59;2014;2;25;0.02;0.0;0.0;0.0;0.19;0.1;0.02;0.0;0.03;0.01;0.01;0.04;0.01;;0.05;0.07;0.05;0.07;0.05;0.02;0.02;0.03;0.01;0.0
1;59;8;30;01059008_30_59;2014;2;26;0.0;0.27;0.25;0.25;0.0;0.03;0.07;0.08;0.06;0.0;0.06;0.04;0.0;0.0;;0.11;0.09;0.12;0.23;0.14;0.15;0.08;0.28;0.15
1;59;8;30;01059008_30_59;2014;2;27;0.12;0.29;0.34;0.3;0.27;0.37;0.05;0.07;0.03;0.0;0.01;0.04;0.05;;0.09;0.04;0.0;0.02;0.15;0.52;0.61;0.55;0.58;0.53
1;59;8;30;01059008_30_59;2014;2;28;0.24;0.09;0.0;0.02;0.06;0.07;0.0;0.05;0.01;0.05;0.14;0.0;;0.11;0.0;0.04;0.05;0.01;0.0;0.17;0.07;0.0;0.05;0.01
1;59;8;30;01059008_30_59;2014;3;1;0.14;0.1;0.0;0.15;0.19;0.07;0.04;0.04;0.12;0.03;0.01;;0.11;0.04;0.04;0.16;0.21;0.3;0.42;0.81;0.87;0.56;0.82;0.65
1;59;8;30;01059008_30_59;2014;3;2;0.38;0.09;0.0;0.09;0.16;0.03;0.25;0.09;0.04;0.16;;0.04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03
1;59;8;30;01059008_30_59;2014;3;3;0.16;0.13;0.33;0.39;0.28;0.09;0.0;0.0;0.0;;0.08;0.02;0.0;0.82;0.17;0.0;0.04;0.0;0.02;0.0;0.12;0.18;0.08;0.5
1;59;8;30;01059008_30_59;2014;3;4;0.54;0.48;0.38;0.42;0.58;0.01;0.18;0.11;;0.07;0.04;0.04;0.03;0.02;0.0;0.0;0.02;0.0;0.39;0.07;0.01;0.49;0.0;0.0
1;59;8;30;01059008_30_59;2014;3;5;0.01;0.17;0.0;0.07;0.21;0.02;0.0;;0.29;0.32;0.24;0.35;0.39;0.15;0.17;0.22;0.11;0.09;0.07;0.09;0.0;0.1;0.03;0.0
1;59;8;30;01059008_30_59;2014;3;6;0.02;0.07;0.09;0.0;0.19;0.04;;0.32;0.19;0.02;0.0;0.02;0.0;0.08;0.11;0.0;0.02;0.05;0.07;0.12;0.22;0.08;0.53;0.47
1;59;8;30;01059008_30_59;2014;3;7;0.43;0.37;0.06;0.02;0.01;;0.61;0.8;1.41;1.38;0.67;0.11;0.02;0.09;0.05;0.03;0.02;0.03;0.02;0.02;0.05;0.15;0.52;0.26
1;59;8;30;01059008_30_59;2014;3;8;0.44;0.63;0.47;0.25;;0.84;0.38;0.31;0.69;0.44;0.04;0.03;0.03;0.02;0.06;0.12;0.25;0.03;0.15;0.52;0.93;0.08;0.0;0.09
1;59;8;30;01059008_30_59;2014;3;9;0.06;0.0;0.02;;0.11;0.1;0.01;0.09;0.27;0.04;0.0;0.02;0.0;0.0;0.07;0.07;0.0;0.0;0.0;0.0;0.49;0.37;0.15;0.15
1;59;8;30;01059008_30_59;2014;3;10;0.21;0.06;;0.11;0.24;0.54;0.52;1.9;1.7;0.62;0.21;0.17;0.36;0.12;0.03;0.03;0.04;0.03;0.01;0.03;0.0;0.01;0.2;0.13
1;59;8;30;01059008_30_59;2014;3;11;0.17;;0.23;0.03;0.03;0.3;0.45;1.24;1.51;1.15;0.74;0.24;0.09;0.15;0.25;0.1;0.01;0.02;0.04;0.13;0.06;0.0;0.06;0.0
1;59;8;30;01059008_30_59;2014;3;12;;0.13;0.21;0.05;0.1;0.04;0.03;0.12;0.35;0.33;0.4;0.12;0.03;;0.0;0.0;0.01;0.01;0.03;0.13;0.67;0.82;0.67;
1;59;8;30;01059008_30_59;2014;3;13;0.35;0.22;0.38;0.07;0.15;0.52;0.55;1.17;1.17;0.69;0.36;0.11;0.02;0.01;0.04;0.01;0.02;0.09;0.05;0.2;0.35;0.55;;0.34
1;59;8;30;01059008_30_59;2014;3;14;0.15;0.21;0.44;0.27;0.6;1.24;2.49;1.87;2.75;1.71;0.72;0.33;0.1;0.49;0.0;0.03;0.12;0.08;0.04;0.06;0.06;;0.24;0.04
1;59;8;30;01059008_30_59;2014;3;15;0.07;0.04;0.08;0.09;0.34;0.37;0.38;0.27;0.29;0.08;0.0;0.34;0.06;0.1;0.04;0.0;0.03;0.04;0.0;0.0;;0.18;0.11;0.03
1;59;8;30;01059008_30_59;2014;3;16;0.01;0.03;0.02;0.0;0.0;0.01;0.01;0.05;0.04;0.02;0.0;0.0;0.04;0.13;0.07;0.22;0.27;0.22;0.16;;0.06;0.0;0.0;0.01
1;59;8;30;01059008_30_59;2014;3;17;0.03;0.0;0.0;0.02;0.02;0.1;0.09;0.59;0.65;0.67;0.78;0.51;0.41;0.28;0.08;0.43;0.5;0.28;;0.2;0.09;0.13;0.32;0.38
1;59;8;30;01059008_30_59;2014;3;18;0.37;0.2;0.21;0.11;0.03;0.03;0.1;0.09;0.05;0.01;0.06;0.03;0.38;0.2;0.07;0.27;0.05;;0.25;0.19;0.09;0.1;0.14;0.1
1;59;8;30;01059008_30_59;2014;3;19;0.25;0.3;0.2;0.02;0.11;0.31;0.32;0.04;0.23;0.1;0.22;0.11;0.32;0.23;0.41;0.09;;0.23;0.1;0.09;0.04;0.04;0.31;0.28
1;59;8;30;01059008_30_59;2014;3;20;0.34;0.48;0.46;0.55;0.39;0.61;0.72;1.35;1.23;0.42;0.09;;0.0;0.16;0.07;;0.19;0.06;0.06;0.22;0.4;0.25;0.18;0.56
1;59;8;30;01059008_30_59;2014;3;21;0.22;0.04;0.0;0.04;0.0;0.02;0.12;0.05;0.19;0.2;0.2;0.38;0.34;1.09;;0.08;0.1;0.17;0.05;0.03;0.16;0.05;0.13;0.18
1;59;8;30;01059008_30_59;2014;3;22;0.22;0.04;0.0;0.08;0.06;0.19;0.5;0.31;0.38;0.14;0.1;0.29;0.54;;0.07;0.0;0.0;0.01;0.01;0.0;0.21;0.2;0.15;0.42
1;59;8;30;01059008_30_59;2014;3;23;0.69;0.19;0.08;0.33;0.39;0.0;0.2;0.69;0.35;0.32;0.12;0.13;;0.13;0.03;0.18;0.36;0.75;0.09;0.0;0.04;0.01;0.09;0.11
1;59;8;30;01059008_30_59;2014;3;24;0.23;0.01;0.01;0.01;0.01;0.12;0.54;0.62;1.11;0.64;0.45;;0.06;0.25;0.03;0.14;0.04;0.29;0.23;0.04;0.17;0.38;0.63;0.53
